"Nome";"País";"Posição";"Clube";"Idade";"Salário";"Valor Venda";"Melhor Classificação";"Melhor Classificação Potencial";"ID Único"
"Adriel";"Brasil";"Def/Ala/MA E";"São Luiz";"16";"30";"0";"47.2% (Pnt)";"62.9% (Pnt)";"2002159642"
"Adriel Bastos";"Brasil";"PL";"Internacional";"20";"50";"0";"55.1% (PLR)";"63.1% (PLR)";"2002052624"
"Adryan";"Brasil";"Def C, MD";"Grêmio Prudente";"24";"390";"0";"61.4% (DC)";"67.3% (DC)";"19394780"
"Adryan";"Brasil";"MA C";"Atlético Patrocinense";"23";"600";"2.270";"60.8% (MA)";"65.9% (MA)";"2000048791"
"Adryan";"Brasil";"MD, MA C";"Santos";"19";"60";"2.130";"62.5% (MA)";"76.1% (MA)";"2000211735"
"Adryel";"Brasil";"Def/Ala DE, M C";"Real Noroeste";"25";"80";"0";"60.8% (DL)";"60.8% (DL)";"19341958"
"Adryelson";"Brasil";"Def C";"Al-Wasl";"26";"25.710";"4.813.080";"75.3% (DC)";"75.3% (DC)";"19250021"
"Adson";"Brasil";"Def/Ala D";"Mamoré";"27";"550";"0";"64.5% (DL)";"67.0% (DL)";"19239600"
"Adson";"Brasil";"MA DEC";"Vasco";"24";"3.840";"291.460";"71.9% (Pnt)";"79.2% (Pnt)";"19380038"
"Adson";"Brasil";"MA EC, Av C";"Altos (PI)";"23";"170";"8.860";"64.1% (PLR)";"69.7% (PLR)";"19380094"
"Adson";"Brasil";"MA DE, PL";"Flamengo (SP)";"20";"50";"0";"55.1% (Pnt)";"59.4% (Pnt)";"2000248320"
"Adson";"Brasil";"PL";"Bacabal";"16";"330";"0";"59.9% (PLR)";"61.9% (PLR)";"2002129653"
"Adson Samuel";"Brasil";"MA DE";"São Raimundo (RR)";"20";"400";"0";"58.4% (Pnt)";"62.9% (Pnt)";"2002052717"
"Adson Samuel";"Brasil / Áustria";"GR";"Juazeiro (BA)";"16";"30";"0";"41.7% (GR)";"66.9% (GR)";"2002159574"
"Adsson";"Brasil";"MD";"Pouso Alegre";"24";"70";"0";"61.8% (MD)";"63.4% (MD)";"2000012214"
"Advaldo";"Brasil";"MA DC";"Coritiba";"16";"30";"143.620";"55.4% (Pnt)";"78.5% (MA)";"2002157032"
"Advaldo";"Brasil";"MA C";"Fast Clube";"16";"30";"3.220";"54.8% (MA)";"71.4% (MA)";"2002159413"
"Advíncula, Luis";"Perú";"Def/Ala/M D";"Hannover";"34";"8.210";"274.297.570";"73.1% (DL)";"73.1% (DL)";"77012161"
"Adyson";"Brasil";"PL";"Morrinhos";"23";"390";"0";"61.3% (PLA)";"65.5% (PLA)";"2000040399"
"Adyson";"Brasil";"MA E";"Shabab Al-Ahli";"19";"22.520";"11.602.160";"74.2% (Pnt)";"80.2% (Pnt)";"2000158452"
"Afonsinho";"Brasil";"Def C, MD";"Operário (PR)";"16";"30";"0";"50.2% (M)";"72.4% (M)";"2002158337"
"Afonso";"Brasil";"Def C";"São Caetano";"31";"230";"0";"63.8% (DC)";"65.6% (DC)";"19125768"
"Afonso";"Brasil";"GR";"Friburguense";"34";"1.070";"1.080";"68.3% (GR)";"68.3% (GR)";"2002052098"
"Afonso";"Brasil / Itália";"MA D";"Barcelona (SP)";"16";"30";"0";"46.2% (Pnt)";"71.8% (Pnt)";"2002160906"
"Afonso Júnior";"Brasil";"MA/Av C";"Penedense";"33";"310";"600";"65.1% (PLR)";"65.1% (PLR)";"19125963"
"Ágabo";"Brasil";"MA DC";"Estrela do Norte";"25";"320";"0";"65.6% (Pnt)";"68.3% (Pnt)";"19300169"
"Agdon";"Brasil / Portugal";"MA DEC, Av C";"América (RN)";"31";"1.280";"1.980";"66.8% (PLR)";"68.4% (PLR)";"19166176"
"Agenor";"Brasil";"GR";"São-Joseense";"27";"60";"0";"69.4% (GR)";"74.9% (GR)";"19403168"
"Agenor";"Brasil";"GR";"SC Sagamihara";"34";"1.700";"11.720";"72.2% (GR)";"72.2% (GR)";"2002051825"
"Agenor";"Brasil";"MA D, PL";"Arsenal (TO)";"16";"30";"0";"39.9% (PLR)";"68.2% (PLR)";"2002160837"
"Ageu";"Brasil";"MD";"Hearts";"22";"740";"563.550";"66.4% (MD)";"70.5% (MD)";"2000062277"
"Agirrezabala, Julen";"Espanha / País Basco";"GR";"Valencia";"23";"5.980";"11.624.340";"74.7% (GR)";"82.3% (GR)";"67277830"
"Agner";"Brasil";"MA C";"Fluminense";"19";"840";"383.680";"65.1% (MA)";"76.7% (MA)";"2000219519"
"Agoume, Lucien";"Camarões / França";"MD, MA C";"Sevilla";"22";"3.620";"7.069.690";"72.1% (M)";"75.6% (M)";"49048461"
"Agreda, Leyvin";"Colômbia";"MA C";"Internacional";"16";"80";"393.820";"59.9% (M)";"78.0% (M)";"2002156688"
"Aguayo, Bruno";"Brasil";"MD";"Tupã";"16";"30";"0";"37.5% (M)";"47.5% (M)";"2002161137"
"Aguerd, Nayef";"Marrocos / França";"Def C";"OM";"28";"27.370";"18.398.320";"78.1% (DC)";"79.0% (DC)";"13199286"
"Aguerre, Washington";"Uruguai";"GR";"Cruzeiro";"31";"2.380";"1.800";"75.2% (GR)";"76.3% (GR)";"78057987"
"Aguiar, Matheus";"Brasil";"MA EC";"Princesa";"16";"30";"0";"48.9% (Pnt)";"70.7% (Pnt)";"2002158717"
"Aguilar, Felipe";"Colômbia";"Def C";"Independiente";"31";"14.140";"1.501.680";"73.1% (DC)";"74.4% (DC)";"76022032"
"Aguilar, Mauricio";"Paraguai";"MA EC";"San Lorenzo (PAR)";"16";"60";"756.810";"60.1% (Pnt)";"82.4% (Pnt)";"2002156884"
"Aguirre, Braian";"Argentina";"Def DE, M D";"Internacional";"24";"5.240";"3.907.560";"76.1% (DL)";"80.2% (DL)";"14247637"
"Aguirre, Felipe";"Colômbia";"Def C";"Jaguares F.C.";"28";"2.800";"10.880";"69.1% (DC)";"74.4% (DC)";"76046572"
"Agyldo";"Brasil";"Def EC";"Paraíso (TO)";"16";"230";"0";"52.1% (DC)";"64.2% (DL)";"2002129416"
"Ahmad, Fred";"Nigéria";"MA DEC";"Enyimba Aba";"16";"0";"1.177.210";"67.5% (Pnt)";"91.5% (Pnt)";"2002152583"
"Ahmedhodžic, Anel";"Bósnia / Suécia";"Def DC";"Feyenoord";"25";"4.460";"22.366.250";"80.0% (DC)";"86.9% (DC)";"93064994"
"Aiello, Ricardo";"Brasil";"Def/Ala D";"Caldense";"16";"30";"0";"46.4% (DL)";"70.1% (DL)";"2002160021"
"Ailson";"Brasil";"MA DC, Av C";"Poconé";"16";"40";"0";"44.2% (Pnt)";"58.5% (Pnt)";"2002160469"
"Ailton";"Brasil";"Def/Ala E";"Ferroviário (CE)";"27";"220";"1.750";"64.4% (DL)";"66.9% (DL)";"2000056344"
"Aílton";"Brasil";"Def/Ala/M E";"Grêmio Novorizontino";"29";"4.580";"48.740";"70.7% (DL)";"75.4% (DL)";"19222810"
"Aílton";"Brasil";"M C";"União de Marechal Hermes";"16";"30";"0";"38.0% (M)";"53.0% (M)";"2002161074"
"Aílton";"Brasil / Hong Kong (RP China)";"Def C, MD";"Kaburé";"16";"30";"0";"42.1% (M)";"66.3% (M)";"2002161384"
"Aílton Machado";"Brasil";"MA DEC, Av C";"Samut Sakhon City";"30";"860";"37.050";"59.0% (PLR)";"60.1% (PLR)";"19171585"
"Aílton Mandela";"Brasil";"GR";"Catanduva";"24";"50";"0";"67.2% (GR)";"68.3% (GR)";"2000113642"
"Aimar, Darío";"Equador";"Def DC";"Liga de Quito";"29";"3.400";"8.710";"70.7% (DC)";"71.6% (DC)";"86050954"
"Ainbinder, Douglas";"Brasil";"GR";"Caçadorense";"16";"30";"0";"33.4% (GR)";"47.6% (GR)";"2002161800"
"Ainbinder, Thomás";"Brasil";"GR";"Pinheiro (MA)";"16";"30";"0";"45.7% (GR)";"69.3% (GR)";"2002160429"
"Ainoã";"Brasil";"Def/Ala E";"Baré";"19";"160";"0";"58.3% (DL)";"67.6% (DL)";"2000139457"
"Airon";"Brasil";"GR";"Carlos Renaux";"30";"50";"0";"68.2% (GR)";"70.4% (GR)";"19219280"
"Airton";"Brasil";"MD";"Coritiba";"34";"4.660";"129.210";"73.3% (DC)";"73.3% (DC)";"19055098"
"Airton";"Brasil";"MA DC, Av C";"Grêmio Novorizontino";"25";"3.970";"483.210";"70.0% (Pnt)";"74.6% (Pnt)";"19312836"
"Aírton";"Brasil";"Def/Ala/M E";"Confiança (SE)";"35";"1.350";"0";"66.6% (DL)";"66.6% (DL)";"19039792"
"Aírton";"Brasil";"GR";"Grêmio Novorizontino";"30";"1.800";"1.590";"69.3% (GR)";"71.5% (GR)";"19148964"
"Aírton";"Brasil";"Def C";"Prachuap";"33";"4.440";"23.210";"67.7% (DC)";"67.7% (DC)";"19157376"
"Airton Campos";"Brasil / Portugal";"PL";"Milheiroense";"36";"0";"0";"63.9% (PLR)";"63.9% (PLR)";"2000013214"
"Airton Júnior";"Brasil";"Def C";"Iguatu";"35";"180";"0";"59.4% (DC)";"59.4% (DC)";"19357455"
"Airton Maradona";"Brasil";"MA EC, Av C";"Grêmio Anápolis";"23";"1.100";"3.480";"65.7% (PLR)";"69.3% (PLR)";"2000008874"
"Aislan";"Brasil / Itália";"Def C";"Thalwil";"36";"220";"0";"64.5% (DC)";"64.5% (DC)";"2115208"
"Aisley Victor";"Brasil";"Def C";"JC";"23";"170";"0";"49.0% (DC)";"49.0% (DC)";"2002099710"
"Aït-Nouri, Rayan";"França / Argélia";"Def/Ala E";"Man City";"23";"28.550";"37.629.850";"80.2% (DL)";"84.6% (DL)";"49047581"
"Ajer, Kristoffer";"Noruega";"Def C, MD";"Brentford";"26";"45.000";"69.168.100";"78.9% (DC)";"81.6% (DC)";"53110135"
"Akanji, Manuel";"Suíça / Nigéria";"Def C";"Inter";"29";"95.690";"146.012.030";"83.6% (DC)";"84.1% (DC)";"98031331"
"Akapo, Carlos";"Guiné Equatorial / Espanha";"Def D";"Amazonas";"31";"4.520";"224.520";"75.4% (DL)";"76.8% (DL)";"67178095"
"Aké, Nathan";"Holanda / Costa do Marfim";"Def EC, MD";"Man City";"29";"120.100";"40.662.270";"83.7% (DL)";"86.2% (DL)";"37025551"
"Akhmatov, Erbol";"Quirguistão";"Def C, MD";"-";"16";"0";"0";"41.9% (DC)";"48.1% (DC)";"2002158937"
"Akiles";"Brasil";"MA EC";"Cruzeiro";"18";"50";"2.060";"59.8% (MA)";"69.5% (MA)";"2002098680"
"Akinfeev, Igor";"Rússia";"GR";"CSKA Moscovo";"38";"43.500";"285.663.230";"78.0% (GR)";"78.0% (GR)";"8053234"
"Akouokou, Paul";"Costa do Marfim";"MD";"OL";"26";"28.640";"2.929.390";"72.1% (MD)";"76.2% (MD)";"33066648"
"Akpa Akpro, Jean-Daniel";"Costa do Marfim / França";"MD";"OL";"32";"21.050";"11.375.530";"76.7% (DL)";"77.3% (DL)";"85053691"
"Akpoguma, Kevin";"Nigéria / Alemanha";"Def DEC";"Hoffenheim";"29";"33.420";"3.485.240";"74.8% (DC)";"75.7% (DC)";"91109389"
"Al Mendilsi, Mohammed";"Líbia";"MD";"Al-Ittihad Tripoli";"16";"60";"2.130";"50.0% (M)";"60.8% (M)";"2002152277"
"Al Musrati, Ali";"Líbia";"MD";"Besiktas";"28";"40.220";"22.013.640";"80.8% (MD)";"81.7% (MD)";"83190945"
"Alaa, Hamza";"Egito";"GR";"Portimonense";"23";"100";"43.180";"65.9% (GR)";"69.7% (GR)";"2000067299"
"Alaan Bruno";"Brasil";"PL";"Satun Utd";"38";"440";"1.320";"62.8% (PLR)";"62.8% (PLR)";"23151584"
"Alaba, David";"Áustria / Filipinas / Nigéria";"Def EC, MD";"Real Madrid";"32";"393.490";"300.000.000";"83.7% (DL)";"84.4% (DL)";"16010162"
"Alan";"China / Brasil";"MA DE, PL";"CF Montréal";"35";"8.140";"319.140";"74.0% (PLR)";"74.0% (PLR)";"19010155"
"Alan";"Brasil";"MA EC";"Inter SM";"30";"70";"0";"62.3% (Pnt)";"64.0% (Pnt)";"19167584"
"Alan";"Brasil";"GR";"Icasa";"30";"580";"1.020";"58.9% (GR)";"61.1% (GR)";"19225869"
"Alan";"Brasil";"GR";"Sergipe";"28";"50";"0";"66.3% (GR)";"68.1% (GR)";"19228549"
"Alan";"Brasil";"Def/Ala D, MD";"Nacional de Patos";"29";"120";"100";"61.3% (DL)";"63.8% (DL)";"19249394"
"Alan";"Brasil";"Def C";"Grêmio Prudente";"25";"580";"9.220";"62.3% (DC)";"67.6% (DC)";"19352671"
"Alan";"Brasil";"MA DEC, Av C";"Robinhood";"31";"180";"4.190";"59.8% (PLR)";"61.4% (PLR)";"82087434"
"Alan";"Brasil";"GR";"Metropolitano (SC)";"23";"660";"370";"68.1% (GR)";"74.7% (GR)";"2000012967"
"Alan";"Brasil";"Def/Ala D";"São José (SP)";"23";"740";"0";"63.3% (DL)";"68.8% (DL)";"2000031393"
"Alan";"Brasil";"PL";"-";"24";"0";"0";"58.6% (PLR)";"71.4% (PLR)";"2000073679"
"Alan";"Brasil / Alemanha";"MA C";"Sampaio Corrêa";"22";"400";"23.700";"58.9% (MA)";"66.0% (MA)";"2000124688"
"Alan";"Brasil";"Def C";"Glória";"25";"50";"0";"50.9% (DC)";"61.4% (DC)";"2002052221"
"Alan";"Brasil";"GR";"Andirá";"16";"150";"0";"54.8% (GR)";"66.3% (GR)";"2002130061"
"Alan";"Brasil";"MA DC, Av C";"Iguatu";"16";"30";"0";"49.7% (Pnt)";"70.7% (Pnt)";"2002158754"
"Alan";"Brasil / Portugal";"MD, M EC";"Guarani de Palhoça";"16";"40";"0";"47.5% (M)";"73.1% (M)";"2002161559"
"Alan";"Brasil";"MA DE, PL";"Grêmio Laranjeiras";"16";"30";"0";"45.0% (PLR)";"75.9% (PLR)";"2002161769"
"Alan Calbergue";"Brasil";"MA C";"North (MG)";"26";"250";"630";"63.2% (MA)";"67.7% (MA)";"19358770"
"Alan Cardoso";"Brasil";"Def/Ala/MA E";"Confiança (SE)";"26";"930";"1.780";"64.2% (Pnt)";"69.3% (Pnt)";"19250019"
"Alan Carius";"Brasil";"MA DEC";"Sanga";"27";"560";"104.140";"63.6% (Pnt)";"70.8% (Pnt)";"2002051955"
"Alan Carlos";"Brasil";"MD";"Guarani de Juazeiro";"32";"50";"0";"64.3% (M)";"65.0% (M)";"19357269"
"Alan Costa";"Brasil";"Def C";"Uberlândia";"34";"1.480";"51.860";"69.8% (DC)";"69.8% (DC)";"19080207"
"Alan Costa";"Brasil";"Def D, MD";"Tiradentes (PI)";"21";"70";"0";"56.8% (DL)";"61.4% (DL)";"2000249362"
"Alan Dias";"Brasil";"Def C";"Ordabasy";"26";"6.760";"15.240";"63.4% (DC)";"68.7% (DC)";"19398901"
"Alan Empereur";"Brasil / Itália";"Def EC";"Corinthians";"30";"5.320";"995.550";"72.3% (DC)";"73.7% (DC)";"43069211"
"Alan Fabrício";"Brasil";"MA C";"Horizonte";"30";"440";"0";"59.5% (MA)";"63.0% (MA)";"19222428"
"Alan Faria";"Brasil";"GR";"Rio Branco VN";"41";"330";"0";"69.1% (GR)";"69.1% (GR)";"320364"
"Alan Feire";"Brasil";"Def C";"CSP";"19";"50";"0";"50.7% (DC)";"53.8% (DC)";"2000246594"
"Alan Ferreira";"Brasil";"Def C";"Caxias";"23";"530";"3.890";"61.0% (DC)";"64.1% (DC)";"2000020037"
"Alan Francisco";"Brasil";"MA D, PL";"Pouso Alegre";"23";"140";"280";"62.2% (PLR)";"65.2% (Pnt)";"2000088361"
"Alan Gobetti";"Brasil";"GR";"Brasil de Pelotas";"23";"880";"10.510";"69.4% (GR)";"78.7% (GR)";"2000123479"
"Alan Grafite";"Brasil";"MA E, PL";"PVF Cong An Nhan Dan";"26";"2.610";"37.310";"65.8% (PLR)";"72.0% (PLR)";"19333408"
"Alan Henrique";"Brasil";"Def C";"Mavlon FC Andorra";"33";"70";"0";"65.3% (DC)";"65.3% (DC)";"19091496"
"Alan James";"Brasil";"MA/Av C";"Grêmio Prudente";"27";"280";"510";"63.5% (PLR)";"67.1% (PLR)";"19314296"
"Alan Júnior";"Brasil";"PL";"Rio Verde (GO)";"31";"260";"2.650";"62.5% (PLR)";"65.1% (PLR)";"19153074"
"Alan Kardec";"Brasil";"MA/Av C";"Athletico Paranaense";"35";"7.850";"1.707.640";"74.9% (PLA)";"74.9% (PLA)";"19012140"
"Alan Kardec";"Brasil";"Def D";"Misto (MS)";"16";"210";"0";"55.8% (DL)";"73.9% (DL)";"2002129745"
"Alan Kardec";"Brasil";"MA DE, PL";"Atlético Goianiense";"16";"40";"0";"40.4% (PLR)";"53.8% (Pnt)";"2002157534"
"Alan Kardec";"Brasil";"MA C";"Manauara";"16";"30";"0";"48.1% (M)";"72.7% (M)";"2002158868"
"Alan Kardec";"Brasil";"Def/Ala D, M DC";"Petrolina";"16";"30";"0";"38.1% (DL)";"64.4% (DL)";"2002158885"
"Alan Kardec";"Brasil / Itália";"Def/Ala/MA E";"Carajás";"16";"30";"0";"44.2% (Pnt)";"45.3% (Pnt)";"2002159753"
"Alan Maia";"Brasil";"Def E, MD";"Penapolense";"29";"460";"0";"62.5% (DL)";"63.6% (DL)";"2002052371"
"Alan Patrick";"Brasil";"MA C";"Botafogo";"33";"16.630";"9.016.010";"80.3% (M)";"80.3% (M)";"19084056"
"Alan Patrick";"Brasil";"Def D";"Nacional (AM)";"24";"70";"0";"61.6% (DL)";"64.1% (DL)";"2002052628"
"Alan Pedro";"Brasil";"MA EC";"Altos (PI)";"22";"400";"1.000";"65.1% (Pnt)";"74.1% (Pnt)";"19398809"
"Alan Pinheiro";"Brasil";"MA DEC, Av C";"Manauara";"32";"840";"5.300";"63.3% (PLR)";"63.3% (PLR)";"19170240"
"Alan Pires";"Brasil";"Def E";"Águia de Marabá";"31";"670";"1.550";"66.1% (DL)";"67.5% (DL)";"55081980"
"Alan Ruschel";"Brasil";"Def/Ala/M E";"Juventude";"35";"2.480";"3.880";"71.4% (DL)";"71.4% (DL)";"19052745"
"Alan Sander";"Brasil";"Def/Ala E";"Figueirense";"20";"50";"0";"47.4% (DL)";"71.1% (DL)";"2000080193"
"Alan Santos";"Brasil";"Def C, MD";"Guarani";"33";"1.250";"490";"65.4% (DC)";"65.4% (DC)";"19038785"
"Alan Schons";"Brasil";"MD";"Brasil de Farroupilha";"31";"170";"810";"67.1% (M)";"68.2% (M)";"19226546"
"Alan Victor";"Brasil";"PL";"Barbalha";"26";"50";"0";"51.5% (PLR)";"53.2% (PLR)";"2002052205"
"Alanderson";"Brasil";"Def/Ala D";"Atlético Patrocinense";"27";"640";"0";"61.4% (DL)";"63.4% (DL)";"2000050270"
"Alanzinho";"Brasil";"MA C";"Botafogo (SP)";"24";"3.260";"43.440";"69.0% (MA)";"75.1% (MA)";"19298224"
"Alarcón, Tomás";"Chile";"MD";"Colo Colo";"25";"8.350";"182.350";"73.0% (MD)";"77.0% (MD)";"75041769"
"Alario, Lucas";"Argentina / Itália";"PL";"Estudiantes de La Plata";"32";"29.390";"285.663.230";"78.5% (PLA)";"79.4% (PLA)";"14046979"
"Alason";"Brasil";"MA C";"River (PI)";"25";"90";"0";"61.7% (MA)";"66.8% (MA)";"19291700"
"Alba, Jordi";"Espanha / E.U.A.";"Def/Ala E";"Inter Miami";"35";"17.800";"300.000.000";"82.0% (DL)";"82.0% (DL)";"67052513"
"Albaninho";"Brasil";"GR";"Carlos Renaux";"16";"40";"0";"36.3% (GR)";"48.3% (GR)";"2002159204"
"Albano";"Brasil";"MA C";"Ferroviária (SP)";"27";"1.020";"16.930";"66.3% (MA)";"68.9% (MA)";"2000055584"
"Albano";"Brasil";"GR";"Balsas (MA)";"15";"40";"0";"47.8% (GR)";"70.8% (GR)";"2002161331"
"Albert";"Brasil";"MD";"Inter de Limeira";"28";"150";"240";"61.9% (M)";"63.4% (M)";"19409591"
"Alberte";"Brasil";"Def C";"Altos (PI)";"27";"50";"0";"65.1% (DC)";"71.0% (DC)";"19411948"
"Albertino, Ralph";"Brasil";"GR";"Ponte Preta";"16";"40";"76.940";"53.6% (GR)";"75.6% (GR)";"2002157074"
"Albertino, Ronielton";"Brasil";"MA EC, Av C";"CRB";"16";"30";"0";"49.1% (PLR)";"68.2% (PLR)";"2002157189"
"Alberto";"Brasil";"Def/Ala D";"America (RJ)";"28";"350";"0";"63.6% (DL)";"67.0% (DL)";"19352796"
"Alberto";"Brasil";"Def C";"Itumbiara";"24";"370";"0";"62.2% (DC)";"65.3% (DC)";"2000131067"
"Alberto";"Brasil";"Ala D";"Rio Claro";"16";"30";"0";"48.0% (Ala)";"70.1% (DL)";"2002159779"
"Alberto";"Brasil";"MA DC, Av C";"Mageense";"16";"30";"0";"51.7% (PLR)";"83.4% (PLR)";"2002160957"
"Alberto";"Brasil";"Def DC, MD";"Santos Athletico";"16";"30";"0";"47.1% (DC)";"52.7% (DC)";"2002162152"
"Alberto";"Brasil";"MA EC";"Madre de Deus";"16";"30";"0";"37.8% (Pnt)";"48.1% (Pnt)";"2002162173"
"Alberto Carlos";"Brasil";"MA EC";"Queimadense";"16";"80";"0";"48.6% (Pnt)";"55.9% (Pnt)";"2002129393"
"Alberto Carlos";"Brasil";"MA EC, Av C";"Primavera";"16";"40";"0";"47.6% (PLR)";"68.7% (PLR)";"2002159773"
"Alberto Magno";"Brasil";"Def C";"União Rondonópolis";"25";"60";"0";"62.1% (DC)";"64.7% (DC)";"19356413"
"Albino";"Brasil";"Def/Ala E";"Oeste Barueri";"21";"50";"0";"52.0% (DL)";"61.9% (DL)";"2000146949"
"Albino, Danilo";"Brasil";"MD, M EC";"FC Cascavel";"16";"40";"0";"51.2% (M)";"74.3% (M)";"2002158028"
"Albiol, Raúl";"Espanha";"Def C";"Barcelona";"39";"3.140";"2.460";"77.3% (DC)";"77.3% (DC)";"7452450"
"Albornoz, Norberto";"Brasil";"Def/M D";"Itabaiana";"16";"30";"0";"52.0% (DL)";"55.0% (DL)";"2002158054"
"Alcácer, Paco";"Espanha";"PL";"Atlético Mineiro";"31";"20.180";"287.324.860";"77.9% (PLR)";"80.4% (PLR)";"67115584"
"Alcântara, Kenny";"Brasil";"Def C, MD";"Concórdia";"16";"40";"0";"48.1% (DC)";"67.8% (DC)";"2002158494"
"Alcaraz, Antolín";"Paraguai";"Def C";"Olimpia";"42";"3.480";"1.670";"73.4% (DC)";"73.4% (DC)";"745751"
"Alcir";"Brasil / Áustria";"Def DEC, MD";"Atlético Mineiro";"16";"40";"0";"58.5% (DC)";"63.3% (DC)";"2002156818"
"Alcon, Rhenzo";"Bolívia / Brasil";"MA E, PL";"Rio Claro";"20";"400";"0";"62.9% (PLR)";"71.7% (PLR)";"2000020548"
"Aldair";"Brasil";"PL";"FF Sport";"24";"50";"0";"46.0% (PLR)";"48.6% (PLR)";"2002052079"
"Aldair";"Brasil";"PL";"Trem";"28";"50";"0";"48.0% (PLR)";"50.9% (PLR)";"2002052554"
"Aldair";"Brasil";"MD, M DC";"São Bernardo";"16";"30";"0";"48.7% (M)";"70.0% (M)";"2002157944"
"Aldair";"Brasil";"Def C, MD";"Tocantinópolis";"16";"30";"0";"51.2% (DC)";"67.1% (DC)";"2002158732"
"Aldair";"Brasil";"Def/M D";"Sertãozinho";"16";"30";"0";"47.7% (DL)";"70.6% (DL)";"2002159461"
"Aldemir";"Brasil";"Def E, MD";"JC";"16";"40";"0";"47.4% (DL)";"67.5% (DL)";"2002160640"
"Aldeone";"Brasil";"MA/Av C";"Juventus (SP)";"16";"50";"29.780";"59.4% (PLR)";"78.1% (PLR)";"2002159030"
"Alderete, Omar";"Paraguai";"Def C";"Sunderland";"27";"26.840";"8.660.780";"80.0% (DC)";"83.1% (DC)";"79027217"
"Aldivan";"Brasil";"MA DC";"América (MG)";"16";"70";"579.170";"62.3% (MA)";"77.5% (MA)";"2002156921"
"Aldo";"Brasil";"M DE";"Santa Rita (PB)";"16";"0";"0";"48.9% (Pnt)";"65.4% (Pnt)";"2002131181"
"Aldo";"Brasil / Áustria";"MA DEC";"FC Cascavel";"16";"40";"0";"48.7% (MA)";"70.2% (MA)";"2002158025"
"Aldo";"Brasil / Portugal";"MA C";"Capital (TO)";"16";"30";"0";"48.8% (MA)";"75.8% (MA)";"2002158912"
"Aldo José";"Brasil / Irlanda";"MD, M DC";"São Vicente";"16";"30";"0";"42.2% (MD)";"61.3% (MD)";"2002162025"
"Aldonys";"Brasil";"MD";"Nacional (AM)";"27";"390";"0";"59.7% (MD)";"64.5% (MD)";"19314306"
"Alê";"Brasil";"GR";"Nacional (PR)";"23";"80";"0";"67.7% (GR)";"69.4% (GR)";"19393043"
"Alê";"Brasil / Itália";"MD, MA EC";"América (MG)";"34";"5.320";"4.020";"68.7% (M)";"68.7% (M)";"66013607"
"Alê";"Brasil";"MD";"Mixto (MT)";"23";"310";"3.680";"60.6% (M)";"65.7% (M)";"2000083400"
"Alê";"Brasil / Itália";"MA/Av C";"Atlético Universitário";"16";"40";"0";"54.0% (MA)";"73.9% (MA)";"2002159951"
"Alê";"Brasil";"PL";"São Bento (SP)";"16";"30";"0";"43.8% (PLR)";"60.6% (PLR)";"2002160105"
"Alê Santos";"Brasil";"Def C, MD";"Penapolense";"25";"560";"430";"62.4% (MD)";"70.0% (MD)";"19407428"
"Alec";"Brasil";"MA DE";"Boca Júnior (SE)";"22";"250";"0";"58.6% (Pnt)";"62.7% (Pnt)";"2002102424"
"Alecrim, Luciano";"Brasil";"Ala D, MD";"Anápolis";"15";"40";"0";"46.5% (M)";"72.4% (MD)";"2002158257"
"Alef";"Brasil";"Def EC";"-";"31";"0";"0";"62.4% (DC)";"63.7% (DC)";"19165431"
"Alef";"Brasil";"MD";"Inter de Limeira";"29";"1.320";"19.590";"66.5% (MD)";"71.5% (MD)";"19191092"
"Alef";"Brasil";"PL";"F Marinos";"26";"2.390";"54.660";"63.0% (PLR)";"64.7% (PLR)";"24066148"
"Alef";"Brasil";"Def/M D";"Urartu Ye.";"28";"540";"33.190";"61.1% (DL)";"65.5% (DL)";"59146012"
"Alef";"Brasil";"MA/Av C";"Laranja Mecânica";"30";"80";"0";"64.5% (PLR)";"67.8% (PLR)";"2000027716"
"Alef";"Brasil";"GR";"Goiânia";"16";"40";"0";"49.6% (GR)";"70.4% (GR)";"2002160031"
"Alef Manga";"Brasil";"MA DE, PL";"Avaí";"30";"6.800";"407.670";"68.9% (Pnt)";"72.5% (Pnt)";"83259149"
"Alef Silva";"Brasil / Portugal";"MD";"Tombense";"29";"200";"700";"62.4% (DL)";"67.4% (DL)";"83141566"
"Aleff Diego";"Brasil";"MA DC";"Jacobina";"30";"150";"0";"61.5% (Pnt)";"61.5% (Pnt)";"19303287"
"Aleilson";"Brasil";"MA/Av C";"-";"39";"0";"0";"63.8% (PLR)";"63.8% (PLR)";"19066752"
"Aleksander";"Brasil";"Def/Ala E";"Carlos Renaux";"23";"340";"0";"60.8% (DL)";"64.7% (DL)";"19379208"
"Alemão";"Brasil";"Def C";"Capixaba";"38";"1.000";"1.560";"68.2% (DC)";"68.2% (DC)";"19061473"
"Alemão";"Brasil";"Def DC, MD";"Náutico";"34";"3.950";"84.860";"69.1% (DL)";"69.1% (DL)";"19148430"
"Alemão";"Brasil";"MD, MA C";"Democrata SL";"36";"220";"0";"59.6% (M)";"59.6% (M)";"19157462"
"Alemão";"Brasil";"Def/Ala D";"Criciúma";"34";"700";"0";"65.5% (DL)";"65.5% (DL)";"19266203"
"Alemão";"Brasil / Polônia ";"PL";"Rayo Vallecano";"26";"10.020";"2.469.180";"70.0% (PLA)";"72.4% (PLA)";"19333258"
